Treatment_Number,Animal_ID,Condition_Type,Treatment_Date,Treatment_Time,Treatment_By,Treatment_Type,Treatment_Subtype,Number_of_Days,Weight,Temperature,Visit_Number,Visit_Type,Visit_Reason,Month,Year
T19-958439,A1063200,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/05/2019,20:26:00,LV,,,,7,,T19-958439,INTAKE EXAM,,APR.2019,FY2019
T19-958540,A1063269,,04/05/2019,20:51:21.360000,,,,1,,,T19-958539,,,APR.2019,FY2019
T19-958566,A1063270,,04/05/2019,20:56:54.043000,,,,1,,,T19-958563,,,APR.2019,FY2019
T19-946639,A1060617,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/24/2019,09:58:00,OB,,,,,,T19-946639,EXAM-VISUAL,,MAR.2019,FY2019
T19-958550,A1063158,,04/05/2019,20:53:10.933000,,,,1,,,T19-958547,,,APR.2019,FY2019
T19-958461,A1063195,,04/05/2019,20:31:46.307000,,,,1,,,T19-958457,,,APR.2019,FY2019
T19-946638,A1060616,,03/24/2019,09:56:29.060000,,,,1,,,T19-946637,,,MAR.2019,FY2019
T19-958478,A1063196,,04/05/2019,20:35:00.087000,,,,1,,,T19-958474,,,APR.2019,FY2019
T19-958565,A1063270,,04/05/2019,20:56:47.063000,,,,1,,,T19-958563,,,APR.2019,FY2019
T19-946634,A1060619,,03/24/2019,09:55:00.960000,,,,1,,,T19-946633,,,MAR.2019,FY2019
T19-946632,A0635380,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/24/2019,09:47:00,LS,,,,,,T19-946632,MEDICAL REVIEW,,MAR.2019,FY2019
T19-946640,A1060617,,03/24/2019,09:58:34.803000,,,,1,,,T19-946639,,,MAR.2019,FY2019
T19-953357,A1062732,,03/31/2019,00:18:05.977000,,,,1,,,T19-953355,,,MAR.2019,FY2019
T19-953355,A1062732,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/31/2019,00:16:00,,,,,,,T19-953355,INTAKE EXAM,,MAR.2019,FY2019
T19-953341,A1053378,,03/31/2019,00:11:12.343000,,,,1,,,T19-953339,,,MAR.2019,FY2019
T19-958582,A1063263,,04/05/2019,21:00:22.597000,,,,1,,,T19-958579,,,APR.2019,FY2019
T19-958515,A1063230,,04/05/2019,20:43:02.520000,,MICROCHIP (24HR PET WATCH),,,,,T19-958508,,,APR.2019,FY2019
T19-958458,A1063195,,04/05/2019,20:31:28.390000,,,,1,,,T19-958457,,,APR.2019,FY2019
T19-958528,A1063216,,04/05/2019,20:47:03.373000,,,,1,,,T19-958524,,,APR.2019,FY2019
T19-958533,A1063167,,04/05/2019,20:48:49,,,,1,,,T19-958531,,,APR.2019,FY2019
T19-958517,A1063241,,04/05/2019,20:43:55.100000,,,,1,,,T19-958516,,,APR.2019,FY2019
T19-958520,A1063241,,04/05/2019,20:44:16.980000,,,,1,,,T19-958516,,,APR.2019,FY2019
T19-958578,A1063162,,04/05/2019,20:58:48.123000,,,,1,,,T19-958571,,,APR.2019,FY2019
T19-958542,A1063269,,04/05/2019,20:51:35.810000,,,,1,,,T19-958539,,,APR.2019,FY2019
T19-958459,A1063195,,04/05/2019,20:31:35.013000,,,,1,,,T19-958457,,,APR.2019,FY2019
T19-958477,A1063196,,04/05/2019,20:34:56.863000,,,,1,,,T19-958474,,,APR.2019,FY2019
T19-958594,A1063266,,04/05/2019,21:02:28.970000,,,,1,,,T19-958587,,,APR.2019,FY2019
T19-958463,A1063195,,04/05/2019,20:32:03.183000,,HEARTWORM TEST,NEGATIVE,,,,T19-958457,,,APR.2019,FY2019
T19-958571,A1063162,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/05/2019,20:47:00,LV,,,,48.2,,T19-958571,INTAKE EXAM,,APR.2019,FY2019
T19-946585,A1061968,,03/24/2019,00:25:42.830000,,,,1,,,T19-946581,,,MAR.2019,FY2019
T19-946583,A1061968,,03/24/2019,00:25:37.933000,,,,1,,,T19-946581,,,MAR.2019,FY2019
T19-946580,A1035864,,03/24/2019,00:09:56.910000,,,,1,,,T19-946576,,,MAR.2019,FY2019
T19-946578,A1035864,,03/24/2019,00:07:34.873000,,,,1,,,T19-946576,,,MAR.2019,FY2019
T19-946576,A1035864,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/24/2019,00:06:00,ER1768,,,,,,T19-946576,INTAKE EXAM,,MAR.2019,FY2019
T19-946577,A1035864,,03/24/2019,00:07:29.457000,,,,1,,,T19-946576,,,MAR.2019,FY2019
T19-946581,A1061968,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/24/2019,00:25:00,ER1768,,,,,,T19-946581,INTAKE EXAM,,MAR.2019,FY2019
T19-946579,A1035864,,03/24/2019,00:07:53.033000,,,,1,,,T19-946576,,,MAR.2019,FY2019
T19-946589,A1061968,,03/24/2019,00:26:10.990000,,,,1,,,T19-946581,,,MAR.2019,FY2019
T19-946587,A1061968,,03/24/2019,00:26:00.457000,,,,1,,,T19-946581,,,MAR.2019,FY2019
T19-958481,A1063196,,04/05/2019,20:35:19.003000,,MICROCHIP (24HR PET WATCH),,,,,T19-958474,,,APR.2019,FY2019
T19-958535,A1063167,,04/05/2019,20:49:15.880000,,,,1,,,T19-958531,,,APR.2019,FY2019
T19-958460,A1063195,,04/05/2019,20:31:42.347000,,,,1,,,T19-958457,,,APR.2019,FY2019
T19-958539,A1063269,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/05/2019,20:47:00,LV,,,,62.8,,T19-958539,INTAKE EXAM,,APR.2019,FY2019
T19-958524,A1063216,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/05/2019,20:41:00,LV,,,,64.8,,T19-958524,INTAKE EXAM,BEHAVIORAL,APR.2019,FY2019
T19-958593,A1063266,,04/05/2019,21:02:21.660000,,,,1,,,T19-958587,,,APR.2019,FY2019
T19-958536,A1063167,,04/05/2019,20:49:31.383000,,,,1,,,T19-958531,,,APR.2019,FY2019
T19-958525,A1063216,,04/05/2019,20:46:43.897000,,,,1,,,T19-958524,,,APR.2019,FY2019
T19-958585,A1063263,,04/05/2019,21:00:39.937000,,MICROCHIP (24HR PET WATCH),,,,,T19-958579,,,APR.2019,FY2019
T19-958600,A1063217,,04/05/2019,21:03:47.293000,,,,1,,,T19-958595,,,APR.2019,FY2019
T19-958580,A1063263,,04/05/2019,21:00:06.343000,,,,1,,,T19-958579,,,APR.2019,FY2019
T19-958532,A1063167,,04/05/2019,20:48:43.443000,,,,1,,,T19-958531,,,APR.2019,FY2019
T19-958482,A1063196,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/05/2019,20:26:00,LV,,,,7.6,,T19-958482,VET CHECK,,APR.2019,FY2019
T19-953309,A1062700,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/30/2019,20:17:00,DA1761,,,,48,,T19-953309,INTAKE EXAM,,MAR.2019,FY2019
T19-953310,A1062700,,03/30/2019,20:18:15.860000,,,,1,,,T19-953309,,,MAR.2019,FY2019
T19-958598,A1063217,,04/05/2019,21:03:31.137000,,,,1,,,T19-958595,,,APR.2019,FY2019
T19-946619,A1059337,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/24/2019,09:14:00,OB,,,,,,T19-946619,EXAM-VISUAL,,MAR.2019,FY2019
T19-958480,A1063196,,04/05/2019,20:35:14.823000,,HEARTWORM TEST,NEGATIVE,,,,T19-958474,,,APR.2019,FY2019
T19-958522,A1063241,,04/05/2019,20:44:48.203000,,MICROCHIP (24HR PET WATCH),,,,,T19-958516,,,APR.2019,FY2019
T19-958592,A1063266,,04/05/2019,21:02:17.143000,,MICROCHIP (24HR PET WATCH),,,,,T19-958587,,,APR.2019,FY2019
T19-958479,A1063196,,04/05/2019,20:35:06.833000,,,,1,,,T19-958474,,,APR.2019,FY2019
T19-958577,A1063162,,04/05/2019,20:58:37.133000,,,,1,,,T19-958571,,,APR.2019,FY2019
T19-958575,A1063162,,04/05/2019,20:58:25.083000,,,,1,,,T19-958571,,,APR.2019,FY2019
T19-958589,A1063266,,04/05/2019,21:01:57.413000,,,,1,,,T19-958587,,,APR.2019,FY2019
T19-958590,A1063266,,04/05/2019,21:02:05.217000,,,,1,,,T19-958587,,,APR.2019,FY2019
T19-958564,A1063270,,04/05/2019,20:56:40.720000,,,,1,,,T19-958563,,,APR.2019,FY2019
T19-958545,A1063269,,04/05/2019,20:52:00.733000,,HEARTWORM TEST,HIGH POSITIVE,,,,T19-958539,,,APR.2019,FY2019
T19-953312,A1062700,,03/30/2019,20:18:31.783000,,,,1,,,T19-953309,,,MAR.2019,FY2019
T19-953311,A1062700,,03/30/2019,20:18:22.833000,,,,1,,,T19-953309,,,MAR.2019,FY2019
T19-953324,A1062725,,03/30/2019,23:37:58.310000,,,,1,,,T19-953321,,,MAR.2019,FY2019
T19-953342,A1053378,,03/31/2019,00:11:19.633000,,,,1,,,T19-953339,,,MAR.2019,FY2019
T19-953323,A1062725,,03/30/2019,23:37:27.340000,,,,1,,,T19-953321,,,MAR.2019,FY2019
T19-958551,A1063158,,04/05/2019,20:53:21.817000,,,,1,,,T19-958547,,,APR.2019,FY2019
T19-953356,A1062732,,03/31/2019,00:17:59.790000,,,,1,,,T19-953355,,,MAR.2019,FY2019
T19-958547,A1063158,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/05/2019,20:47:00,LV,,,,14.8,,T19-958547,INTAKE EXAM,,APR.2019,FY2019
T19-958514,A1063230,,04/05/2019,20:42:58.983000,,HEARTWORM TEST,NEGATIVE,,,,T19-958508,,,APR.2019,FY2019
T19-958516,A1063241,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/05/2019,20:41:00,LV,,,,36.8,,T19-958516,INTAKE EXAM,,APR.2019,FY2019
T19-958548,A1063158,,04/05/2019,20:52:55.420000,,,,1,,,T19-958547,,,APR.2019,FY2019
T19-953339,A1053378,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/31/2019,00:09:00,TM1736,,,,,,T19-953339,INTAKE EXAM,,MAR.2019,FY2019
T19-958601,A1063217,,04/05/2019,21:03:50.920000,,,,1,,,T19-958595,,,APR.2019,FY2019
T19-953325,A1062725,,03/30/2019,23:38:17.097000,,,,1,,,T19-953321,,,MAR.2019,FY2019
T19-958474,A1063196,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/05/2019,20:26:00,LV,,,,7.6,,T19-958474,INTAKE EXAM,,APR.2019,FY2019
T19-958552,A1063158,,04/05/2019,20:53:28.670000,,,,1,,,T19-958547,,,APR.2019,FY2019
T19-958602,A1063217,,04/05/2019,21:03:59.260000,,,,1,,,T19-958595,,,APR.2019,FY2019
T19-958508,A1063230,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/05/2019,20:41:00,LV,,,,5.8,,T19-958508,INTAKE EXAM,,APR.2019,FY2019
T19-946308,A1061929,UNKNOWN,03/23/2019,15:56:00,,,,,,,T19-946308,MEDICAL REVIEW,,MAR.2019,FY2019
T19-953330,A1062725,UNKNOWN,03/30/2019,23:36:00,,,,,,,T19-953330,VET CHECK,,MAR.2019,FY2019
T19-953321,A1062725,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/30/2019,23:36:00,ER1768,,,,,,T19-953321,INTAKE EXAM,,MAR.2019,FY2019
T19-958583,A1063263,,04/05/2019,21:00:26.060000,,,,1,,,T19-958579,,,APR.2019,FY2019
T19-958529,A1063216,,04/05/2019,20:47:09.083000,,MICROCHIP (24HR PET WATCH),,,,,T19-958524,,,APR.2019,FY2019
T19-958549,A1063158,,04/05/2019,20:53:02.037000,,,,1,,,T19-958547,,,APR.2019,FY2019
T19-958462,A1063195,,04/05/2019,20:31:56.623000,,,,1,,,T19-958457,,,APR.2019,FY2019
T19-958560,A1063210,,04/05/2019,20:55:16.640000,,,,1,,,T19-958556,,,APR.2019,FY2019
T19-958518,A1063241,,04/05/2019,20:44:02.043000,,,,1,,,T19-958516,,,APR.2019,FY2019
T19-958557,A1063210,,04/05/2019,20:54:49.953000,,,,1,,,T19-958556,,,APR.2019,FY2019
T19-958568,A1063270,,04/05/2019,20:57:08.163000,,,,1,,,T19-958563,,,APR.2019,FY2019
T19-958553,A1063158,,04/05/2019,20:53:34.267000,,,,1,,,T19-958547,,,APR.2019,FY2019
T19-958569,A1063270,,04/05/2019,20:57:13.760000,,,,1,,,T19-958563,,,APR.2019,FY2019
T19-958510,A1063230,,04/05/2019,20:42:38.250000,,,,1,,,T19-958508,,,APR.2019,FY2019
T19-953322,A1062725,,03/30/2019,23:37:16.850000,,,,1,,,T19-953321,,,MAR.2019,FY2019
T19-958558,A1063210,,04/05/2019,20:54:55.707000,,,,1,,,T19-958556,,,APR.2019,FY2019
T19-958588,A1063266,,04/05/2019,21:01:50.280000,,,,1,,,T19-958587,,,APR.2019,FY2019
T19-958567,A1063270,,04/05/2019,20:56:59,,,,1,,,T19-958563,,,APR.2019,FY2019
T19-958563,A1063270,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/05/2019,20:47:00,LV,,,,20.4,,T19-958563,INTAKE EXAM,,APR.2019,FY2019
T19-958511,A1063230,,04/05/2019,20:42:44.290000,,,,1,,,T19-958508,,,APR.2019,FY2019
T19-958509,A1063230,,04/05/2019,20:42:32.693000,,,,1,,,T19-958508,,,APR.2019,FY2019
T19-953340,A1053378,,03/31/2019,00:10:56.777000,,,,1,,,T19-953339,,,MAR.2019,FY2019
T19-958591,A1063266,,04/05/2019,21:02:12.957000,,HEARTWORM TEST,HIGH POSITIVE,,,,T19-958587,,,APR.2019,FY2019
T19-958513,A1063230,,04/05/2019,20:42:52.287000,,,,1,,,T19-958508,,,APR.2019,FY2019
T19-958596,A1063217,,04/05/2019,21:03:24.310000,,HEARTWORM TEST,LOW POSITIVE,,,,T19-958595,,,APR.2019,FY2019
T19-953358,A1062732,,03/31/2019,00:18:12.373000,,,,1,,,T19-953355,,,MAR.2019,FY2019
T19-958521,A1063241,,04/05/2019,20:44:25.193000,,,,1,,,T19-958516,,,APR.2019,FY2019
T19-958584,A1063263,,04/05/2019,21:00:35.337000,,,,1,,,T19-958579,,,APR.2019,FY2019
T19-958543,A1063269,,04/05/2019,20:51:41.803000,,,,1,,,T19-958539,,,APR.2019,FY2019
T19-958456,A1063198,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/05/2019,20:26:00,LV,,,,11.5,,T19-958456,VET CHECK,,APR.2019,FY2019
T19-958562,A1063210,,04/05/2019,20:55:34.180000,,MICROCHIP (24HR PET WATCH),,,,,T19-958556,,,APR.2019,FY2019
T19-958546,A1063269,,04/05/2019,20:52:05.143000,,MICROCHIP (24HR PET WATCH),,,,,T19-958539,,,APR.2019,FY2019
T19-958475,A1063196,,04/05/2019,20:34:44.967000,,,,1,,,T19-958474,,,APR.2019,FY2019
T19-958541,A1063269,,04/05/2019,20:51:26.453000,,,,1,,,T19-958539,,,APR.2019,FY2019
T19-958556,A1063210,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/05/2019,20:47:00,LV,,,,7.9,,T19-958556,INTAKE EXAM,,APR.2019,FY2019
T19-958570,A1063270,,04/05/2019,20:57:22.183000,,MICROCHIP (24HR PET WATCH),,,,,T19-958563,,,APR.2019,FY2019
T19-958595,A1063217,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/05/2019,20:47:00,LV,,,,51.2,,T19-958595,INTAKE EXAM,,APR.2019,FY2019
T19-958554,A1063158,,04/05/2019,20:53:41.910000,,HEARTWORM TEST,NEGATIVE,,,,T19-958547,,,APR.2019,FY2019
T19-958587,A1063266,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/05/2019,20:47:00,LV,,,,55.4,,T19-958587,INTAKE EXAM,,APR.2019,FY2019
T19-958586,A1063263,,04/05/2019,21:00:47,,HEARTWORM TEST,HIGH POSITIVE,,,,T19-958579,,,APR.2019,FY2019
T19-958581,A1063263,,04/05/2019,21:00:11.960000,,,,1,,,T19-958579,,,APR.2019,FY2019
T19-958476,A1063196,,04/05/2019,20:34:51.533000,,,,1,,,T19-958474,,,APR.2019,FY2019
T19-958597,A1063217,,04/05/2019,21:03:28.133000,,MICROCHIP (24HR PET WATCH),,,,,T19-958595,,,APR.2019,FY2019
T19-958555,A1063158,,04/05/2019,20:53:46.020000,,MICROCHIP (24HR PET WATCH),,,,,T19-958547,,,APR.2019,FY2019
T19-958544,A1063269,,04/05/2019,20:51:52.273000,,,,1,,,T19-958539,,,APR.2019,FY2019
T19-953396,A1059940,,03/31/2019,08:58:20.930000,,,,1,,,T19-953395,,,MAR.2019,FY2019
T19-953394,A1061264,,03/31/2019,08:53:47.690000,,,,1,,,T19-953393,,,MAR.2019,FY2019
T19-953387,A1061244,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/31/2019,08:48:00,OB,,,,,,T19-953387,EXAM-VISUAL,,MAR.2019,FY2019
T19-953395,A1059940,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/31/2019,08:57:00,OB,,,,,,T19-953395,EXAM-VISUAL,,MAR.2019,FY2019
T19-940977,A1060964,TREATABLE MANAGEABLE NON-CONTAGIOUS,03/17/2019,15:59:00,,,,,37.2,,T19-940977,MEDICAL REVIEW,,MAR.2019,FY2019
T19-958531,A1063167,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/05/2019,20:47:00,LV,,,,29.8,,T19-958531,INTAKE EXAM,,APR.2019,FY2019
T19-958574,A1063162,,04/05/2019,20:58:16.590000,,,,1,,,T19-958571,,,APR.2019,FY2019
T19-958464,A1063195,,04/05/2019,20:32:06.193000,,MICROCHIP (24HR PET WATCH),,,,,T19-958457,,,APR.2019,FY2019
T19-958561,A1063210,,04/05/2019,20:55:24.217000,,,,1,,,T19-958556,,,APR.2019,FY2019
T19-958537,A1063167,,04/05/2019,20:49:41.673000,,HEARTWORM TEST,NEGATIVE,,,,T19-958531,,,APR.2019,FY2019
T19-946620,A1059337,,03/24/2019,09:21:16.900000,,,,1,,,T19-946619,,,MAR.2019,FY2019
T19-958573,A1063162,,04/05/2019,20:58:13.633000,,MICROCHIP (24HR PET WATCH),,,,,T19-958571,,,APR.2019,FY2019
T19-953380,A1059937,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/31/2019,08:48:00,OB,,,,,,T19-953380,EXAM-VISUAL,,MAR.2019,FY2019
T19-958559,A1063210,,04/05/2019,20:55:03.497000,,,,1,,,T19-958556,,,APR.2019,FY2019
T19-953388,A1061244,,03/31/2019,08:50:06.080000,,,,1,,,T19-953387,,,MAR.2019,FY2019
T19-958457,A1063195,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/05/2019,20:26:00,LV,,,,6.1,,T19-958457,INTAKE EXAM,,APR.2019,FY2019
T19-883929,A1055140,,01/14/2019,16:34:01.217000,,,,1,,,T19-883923,,,JAN.2019,FY2019
T19-958576,A1063162,,04/05/2019,20:58:33.753000,,,,1,,,T19-958571,,,APR.2019,FY2019
T19-883927,A1055140,,01/14/2019,16:33:53.440000,,,,1,,,T19-883923,,,JAN.2019,FY2019
T19-958527,A1063216,,04/05/2019,20:46:57.660000,,,,1,,,T19-958524,,,APR.2019,FY2019
T19-883926,A1055140,,01/14/2019,16:33:50.233000,,,,1,,,T19-883923,,,JAN.2019,FY2019
T19-958534,A1063167,,04/05/2019,20:49:06.240000,,,,1,,,T19-958531,,,APR.2019,FY2019
T19-883928,A1055140,,01/14/2019,16:33:57.223000,,,,1,,,T19-883923,,,JAN.2019,FY2019
T19-940918,A1060398,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/17/2019,13:52:00,DT,,,,,,T19-940918,EXAM-VET,,MAR.2019,FY2019
T19-958465,A1063195,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/05/2019,20:26:00,LV,,,,6.1,,T19-958465,VET CHECK,,APR.2019,FY2019
T19-958599,A1063217,,04/05/2019,21:03:38.397000,,,,1,,,T19-958595,,,APR.2019,FY2019
T19-958538,A1063167,,04/05/2019,20:49:44.657000,,MICROCHIP (24HR PET WATCH),,,,,T19-958531,,,APR.2019,FY2019
T19-958526,A1063216,,04/05/2019,20:46:49.213000,,,,1,,,T19-958524,,,APR.2019,FY2019
T19-958512,A1063230,,04/05/2019,20:42:47.393000,,,,1,,,T19-958508,,,APR.2019,FY2019
T19-958519,A1063241,,04/05/2019,20:44:10.297000,,,,1,,,T19-958516,,,APR.2019,FY2019
T19-958572,A1063162,,04/05/2019,20:58:09.760000,,HEARTWORM TEST,HIGH POSITIVE,,,,T19-958571,,,APR.2019,FY2019
T19-958579,A1063263,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/05/2019,20:47:00,LV,,,,7.6,,T19-958579,INTAKE EXAM,,APR.2019,FY2019
T19-883925,A1055140,,01/14/2019,16:33:45.837000,,,,1,,,T19-883923,,,JAN.2019,FY2019
T19-940970,A1060964,,03/17/2019,14:55:34.533000,,,,15,,,T19-940959,,,MAR.2019,FY2019
T19-946616,A1059351,,03/24/2019,09:20:39.987000,,,,1,,,T19-946615,,,MAR.2019,FY2019
T19-953381,A1059937,,03/31/2019,08:49:02.987000,,,,1,,,T19-953380,,,MAR.2019,FY2019
T19-958530,A1063216,,04/05/2019,20:47:16.877000,,,,1,,,T19-958524,,,APR.2019,FY2019
T19-940968,A1060964,,03/17/2019,14:55:16.697000,,,,15,,,T19-940959,,,MAR.2019,FY2019
T19-958523,A1063241,,04/05/2019,20:44:53.030000,,,,1,,,T19-958516,,,APR.2019,FY2019
T19-946615,A1059351,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/24/2019,09:14:00,OB,,,,,,T19-946615,EXAM-VISUAL,,MAR.2019,FY2019
T19-953393,A1061264,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/31/2019,08:48:00,OB,,,,,,T19-953393,EXAM-VISUAL,,MAR.2019,FY2019
T19-940971,A1060964,,03/17/2019,14:55:43.533000,,,,14,,,T19-940959,,,MAR.2019,FY2019
T19-958603,A1063264,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/05/2019,23:20:00,,,,,,,T19-958603,INTAKE EXAM,,APR.2019,FY2019
T19-958606,A1063264,,04/05/2019,23:21:43.260000,,,,1,,,T19-958603,,,APR.2019,FY2019
T19-883924,A1055140,,01/14/2019,16:33:43.770000,,HEARTWORM TEST,HIGH POSITIVE,,,,T19-883923,,,JAN.2019,FY2019
T19-958605,A1063264,,04/05/2019,23:21:29.790000,,,,1,,,T19-958603,,,APR.2019,FY2019
T19-958604,A1063264,,04/05/2019,23:21:21.077000,,,,1,,,T19-958603,,,APR.2019,FY2019
T19-958608,A1063274,,04/05/2019,23:42:13.033000,,,,1,,,T19-958607,,,APR.2019,FY2019
T19-958607,A1063274,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/05/2019,23:41:00,,,,,,,T19-958607,INTAKE EXAM,,APR.2019,FY2019
T19-958609,A1063274,,04/05/2019,23:42:20.830000,,,,1,,,T19-958607,,,APR.2019,FY2019
T19-958611,A1063275,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/05/2019,23:58:00,,,,,,,T19-958611,INTAKE EXAM,,APR.2019,FY2019
T19-940959,A1060964,TREATABLE MANAGEABLE NON-CONTAGIOUS,03/17/2019,15:59:00,DT,,,,37.2,,T19-940959,EXAM-VET,,MAR.2019,FY2019
T19-958612,A1063275,,04/05/2019,23:59:27.490000,,,,1,,,T19-958611,,,APR.2019,FY2019
T19-958613,A1063275,,04/05/2019,23:59:35.280000,,,,1,,,T19-958611,,,APR.2019,FY2019
T19-940972,A1060964,,03/17/2019,14:55:59.020000,,,,14,,,T19-940959,,,MAR.2019,FY2019
T19-940963,A1060964,,03/17/2019,14:54:44.980000,,,,1,,,T19-940959,,,MAR.2019,FY2019
T19-958610,A1063274,,04/05/2019,23:42:30.223000,,,,1,,,T19-958607,,,APR.2019,FY2019
T19-958614,A1063275,,04/05/2019,23:59:48.150000,,,,1,,,T19-958611,,,APR.2019,FY2019
T19-955434,A1062863,,04/02/2019,13:45:38.990000,,,,1,,,T19-955433,,,APR.2019,FY2019
T19-954625,A1062863,,04/01/2019,15:57:14.080000,,,,1,,,T19-954624,,,APR.2019,FY2019
T19-955436,A1062863,,04/02/2019,13:46:09.767000,,,,1,,,T19-955433,,,APR.2019,FY2019
T19-954628,A1062863,,04/01/2019,15:57:26.473000,,,,1,,,T19-954624,,,APR.2019,FY2019
T19-954633,A1062863,,04/01/2019,15:57:49.640000,,HEARTWORM TEST,NEGATIVE,,,,T19-954624,,,APR.2019,FY2019
T19-955433,A1062863,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/02/2019,13:45:00,VL/PA,,,,14,,T19-955433,SURGERY-,,APR.2019,FY2019
T19-954626,A1062863,,04/01/2019,15:57:18.540000,,,,1,,,T19-954624,,,APR.2019,FY2019
T19-955435,A1062863,,04/02/2019,13:45:46.280000,,,,1,,,T19-955433,,,APR.2019,FY2019
T19-954624,A1062863,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/01/2019,15:56:00,LS,,,,13.2,,T19-954624,EXAM - ADOPTION,,APR.2019,FY2019
T19-955438,A1062863,,04/02/2019,13:46:21.870000,,,,3,,,T19-955433,,,APR.2019,FY2019
T19-954631,A1062863,,04/01/2019,15:57:42.657000,,MICROCHIP (24HR PET WATCH),,,,,T19-954624,,,APR.2019,FY2019
T19-954630,A1062863,,04/01/2019,15:57:38.983000,,,,1,,,T19-954624,,,APR.2019,FY2019
T19-954627,A1062863,,04/01/2019,15:57:21.927000,,,,1,,,T19-954624,,,APR.2019,FY2019
T19-955437,A1062863,,04/02/2019,13:46:16.047000,,,,1,,,T19-955433,,,APR.2019,FY2019
T19-954629,A1062863,,04/01/2019,15:57:32.210000,,,,1,,,T19-954624,,,APR.2019,FY2019
T19-958621,A1063279,,04/06/2019,07:18:53.290000,,,,1,,,T19-958618,,,APR.2019,FY2019
T19-958618,A1063279,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/06/2019,07:15:00,MW1723,,,,,,T19-958618,INTAKE EXAM,,APR.2019,FY2019
T19-889875,A1054530,,01/20/2019,13:50:24.153000,,,,14,,,T19-889742,,,JAN.2019,FY2019
T19-953419,A1060975,,03/29/2019,10:24:02.440000,,,,15,,,T19-952495,,,MAR.2019,FY2019
T19-894794,A1054530,,01/25/2019,11:09:49.760000,,,,1,,,T19-894793,,,JAN.2019,FY2019
T19-946637,A1060616,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/24/2019,09:54:00,OB,,,,,,T19-946637,INTAKE EXAM,,MAR.2019,FY2019
T19-958619,A1063279,,04/06/2019,07:15:48.180000,,,,1,,,T19-958618,,,APR.2019,FY2019
T19-958620,A1063279,,04/06/2019,07:15:53.623000,,,,1,,,T19-958618,,,APR.2019,FY2019
T19-953420,A1060975,,03/29/2019,10:26:20.813000,,,,10,,,T19-952495,,,MAR.2019,FY2019
T19-885719,A1054530,TREATABLE REHABILITABLE NON-CONTAGIOUS,01/16/2019,11:04:00,AG,,,,,,T19-885719,EXAM-VISUAL,,JAN.2019,FY2019
T19-909674,A1055140,,02/11/2019,10:39:56.930000,,,,1,,,T19-909673,,,FEB.2019,FY2019
T19-924003,A1059194,,02/27/2019,10:12:52.697000,,,,1,,,T19-923999,,,FEB.2019,FY2019
T19-883931,A1055140,,01/14/2019,16:34:04.813000,,,,1,,,T19-883923,,,JAN.2019,FY2019
T19-946636,A1060618,,03/24/2019,09:55:46.117000,,,,1,,,T19-946635,,,MAR.2019,FY2019
T19-946635,A1060618,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/24/2019,09:54:00,OB,,,,,,T19-946635,INTAKE EXAM,,MAR.2019,FY2019
T19-946633,A1060619,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/24/2019,09:54:00,OB,,,,,,T19-946633,INTAKE EXAM,,MAR.2019,FY2019
