Treatment Number,Animal ID,Condition Type,Treatment Date,Treatment Time,Treatment By,Treatment Type,Treatment Subtype,Number of Days,Weight,Temperature,Visit Number,Visit Type,Visit Reason,Month,Year
T18-774944,A1044622,,9/25/2018,07:27.9,,,,1,,,T18-774942,,,SEP.2018,FY2018
T18-775176,A1044638,,9/25/2018,35:06.0,,HEARTWORM TEST,NEGATIVE,,,,T18-775175,,,SEP.2018,FY2018
T18-780736,A1045116,,9/30/2018,18:30.6,,,,1,,,T18-780734,,,SEP.2018,FY2018
T18-768246,A1042387,,9/19/2018,13:17.1,,,,1,,,T18-768241,,,SEP.2018,FY2018
T18-775036,A1041104,,9/25/2018,04:34.0,,,,1,,,T18-775033,,,SEP.2018,FY2018
T18-763054,A1036772,,9/14/2018,55:45.1,,,,1,,,T18-763051,,,SEP.2018,FY2018
T18-766064,A1042319,,9/18/2018,45:08.1,,,,14,,,T18-766061,,,SEP.2018,FY2018
T18-752352,A1042390,,9/5/2018,00:11.7,,,,1,,,T18-752316,,,SEP.2018,FY2018
T18-761883,A1043329,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/13/2018,17:56:00,LV,,,,65,,T18-761883,EXAM - ADOPTION,,SEP.2018,FY2018
T18-760220,A1043197,,9/12/2018,53:21.9,,HEARTWORM TEST,NEGATIVE,,,,T18-760207,,,SEP.2018,FY2018
T18-767055,A1043902,,9/18/2018,04:00.0,,,,1,,,T18-767054,,,SEP.2018,FY2018
T18-545304,A1021571,TREATABLE REHABILITABLE NON-CONTAGIOUS,2/14/2018,12:01:00,VL,,,,2.8,,T18-545304,HEALTH MAINTENANCE,,FEB.2018,FY2018
T18-780384,A1045095,,9/30/2018,17:13.2,,,,1,,,T18-780380,,,SEP.2018,FY2018
T18-774235,A1044549,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/25/2018,10:18:00,OB,,,,,,T18-774235,EXAM-VISUAL,,SEP.2018,FY2018
T18-771958,A1043667,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/22/2018,15:22:00,NG,,,,20,,T18-771958,INTAKE EXAM,,SEP.2018,FY2018
T18-758080,A1042973,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/10/2018,17:53:00,LS,,,,4.4,,T18-758080,EXAM - ADOPTION,,SEP.2018,FY2018
T18-690946,A1036772,,7/13/2018,53:02.4,,MICROCHIP (HOME AGAIN),,,,,T18-690943,,,JUL.2018,FY2018
T18-646717,A1012968,UNKNOWN,6/5/2018,9:06:00,,,,,,,T18-646717,HEALTH MAINTENANCE,,JUN.2018,FY2018
T18-741406,A1041213,,8/25/2018,16:59.5,,,,1,,,T18-741402,,,AUG.2018,FY2018
T18-766514,A1043839,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/18/2018,14:16:00,RM1702,,,,35,,T18-766514,INTAKE EXAM,,SEP.2018,FY2018
T18-771795,A1040044,,9/22/2018,59:13.0,,,,1,,,T18-771793,,,SEP.2018,FY2018
T18-769687,A1043798,,9/20/2018,29:22.9,,,,1,,,T18-769685,,,SEP.2018,FY2018
T18-777543,A1044785,,9/27/2018,54:06.7,,,,1,,,T18-777542,,,SEP.2018,FY2018
T18-747422,A1041989,,8/31/2018,22:21.7,,,,1,,,T18-747421,,,AUG.2018,FY2018
T18-775030,A1044601,,9/25/2018,01:39.1,,,,1,,,T18-775022,,,SEP.2018,FY2018
T18-777783,A1006351,,9/27/2018,28:41.8,,,,1,,,T18-777779,,,SEP.2018,FY2018
T18-755334,A1042493,,9/7/2018,22:46.7,,MICROCHIP (HOME AGAIN),,,,,T18-755333,,,SEP.2018,FY2018
T18-775033,A1041104,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/25/2018,16:03:00,SR.ER,,,,15.4,,T18-775033,INTAKE EXAM,,SEP.2018,FY2018
T18-771088,A1044242,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/21/2018,17:25:00,GLR1755,,,,34.4,,T18-771088,INTAKE EXAM,,SEP.2018,FY2018
T18-760713,A1043197,,9/12/2018,29:16.6,,,,1,,,T18-760207,,,SEP.2018,FY2018
T18-775493,A1043991,,9/26/2018,12:41.6,,,,1,,,T18-775489,,,SEP.2018,FY2018
T18-743099,A1041626,,8/27/2018,30:13.0,,,,1,,,T18-743097,,,AUG.2018,FY2018
T18-765288,A1043701,,9/17/2018,52:31.0,,,,1,,,T18-765286,,,SEP.2018,FY2018
T18-751099,A1042319,,9/4/2018,06:16.0,,,,1,,,T18-751095,,,SEP.2018,FY2018
T18-780551,A1045112,,9/30/2018,43:26.5,,,,1,,,T18-780550,,,SEP.2018,FY2018
T18-777658,A1041746,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/27/2018,17:35:00,LV,,,,,,T18-777658,EXAM-VISUAL,,SEP.2018,FY2018
T18-780624,A1045041,TREATABLE MANAGEABLE NON-CONTAGIOUS,9/30/2018,11:00:00,,,,,45,,T18-780624,EXAM-VET,XRAY,SEP.2018,FY2018
T18-562266,A1023178,,3/6/2018,56:18.3,,MICROCHIP (HOME AGAIN),,,,,T18-562264,,,MAR.2018,FY2018
T18-746784,A1038741,TREATABLE REHABILITABLE CONTAGIOUS,8/30/2018,14:12:00,AG/NG,,,,7,,T18-746784,EXAM-VET,,AUG.2018,FY2018
T18-772419,A1044346,,9/23/2018,19:04.4,,,,1,,,T18-772415,,,SEP.2018,FY2018
T18-767066,A1043907,,9/18/2018,29:18.9,,,,1,,,T18-767065,,,SEP.2018,FY2018
T18-780637,A1044974,,9/30/2018,33:14.8,,,,1,,,T18-780636,,,SEP.2018,FY2018
T18-750169,A1042211,UNKNOWN,9/3/2018,10:00:00,OB,,,,63.8,,T18-750169,HEALTH MAINTENANCE,,SEP.2018,FY2018
T18-762806,A1041740,,9/14/2018,25:01.6,,,,1,,,T18-762802,,,SEP.2018,FY2018
T18-776613,A1044769,,9/27/2018,49:47.4,,,,1,,,T18-776612,,,SEP.2018,FY2018
T18-779590,A1045026,,9/29/2018,58:41.7,,,,1,,,T18-779588,,,SEP.2018,FY2018
T18-779060,A1044940,,9/29/2018,25:38.7,,HEARTWORM TEST,NEGATIVE,,,,T18-779058,,,SEP.2018,FY2018
T18-779944,A1044734,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/29/2018,18:18:00,LV,,,,1.2,,T18-779944,EXAM-VET,,SEP.2018,FY2018
T18-778151,A1044892,,9/28/2018,00:18.1,,,,1,,,T18-778150,,,SEP.2018,FY2018
T18-777665,A1044730,TREATABLE MANAGEABLE CONTAGIOUS,9/27/2018,18:15:00,,,,,,,T18-777665,VET CHECK,,SEP.2018,FY2018
T17-469475,A1014087,,11/11/2017,21:57.7,,FELV FIV COMBO,NEGATIVE- IDEXX,,,,T17-469473,,,NOV.2017,FY2018
T18-748345,A1042057,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/1/2018,9:11:00,LV,,,,101,,T18-748345,HEALTH MAINTENANCE,,SEP.2018,FY2018
T18-772112,A1044273,,9/22/2018,19:54.8,,,,1,,,T18-772107,,,SEP.2018,FY2018
T18-718870,A1038741,TREATABLE REHABILITABLE NON-CONTAGIOUS,8/7/2018,13:13:00,KS,,,,6.4,,T18-718870,EXAM-VET,,AUG.2018,FY2018
T18-767015,A1043891,,9/18/2018,43:17.6,,,,1,,,T18-767011,,,SEP.2018,FY2018
T18-769932,A1044140,,9/20/2018,16:33.2,,MICROCHIP (24HR PET WATCH),,,,,T18-769927,,,SEP.2018,FY2018
T18-760857,A1041518,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/13/2018,11:29:00,LV,,,,2.2,100,T18-760857,EXAM - ADOPTION,,SEP.2018,FY2018
T18-774202,A1044556,,9/25/2018,09:01.8,,HEARTWORM TEST,NEGATIVE,,,,T18-774191,,,SEP.2018,FY2018
T18-776506,A1044763,,9/26/2018,05:00.2,,,,1,,,T18-776505,,,SEP.2018,FY2018
T18-777816,A1044870,,9/28/2018,25:55.8,,,,1,,,T18-777814,,,SEP.2018,FY2018
T18-776519,A1044746,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/26/2018,22:43:00,GLR1755,,,,47.8,,T18-776519,INTAKE EXAM,,SEP.2018,FY2018
T18-752641,A1042457,,9/5/2018,12:30.3,,HEARTWORM TEST,NEGATIVE,,,,T18-752640,,,SEP.2018,FY2018
T18-634472,A1030839,,5/23/2018,18:59.7,,MICROCHIP (HOME AGAIN),,,,,T18-634471,,,MAY.2018,FY2018
T18-750560,A1042267,,9/3/2018,50:28.9,,HEARTWORM TEST,NEGATIVE,,,,T18-750552,,,SEP.2018,FY2018
T18-773077,A1044450,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/23/2018,17:54:00,JS1753,,,,62.5,,T18-773077,INTAKE EXAM,,SEP.2018,FY2018
T18-766746,A1023378,,9/18/2018,26:06.7,,,,1,,,T18-765862,,,SEP.2018,FY2018
T18-773477,A1044487,,9/24/2018,03:15.0,,,,1,,,T18-773472,,,SEP.2018,FY2018
T18-744604,A1041746,TREATABLE REHABILITABLE NON-CONTAGIOUS,8/28/2018,15:40:00,LV,,,,0.6,,T18-744604,HEALTH MAINTENANCE,,AUG.2018,FY2018
T18-755355,A1042683,,9/7/2018,31:35.2,,FELV FIV COMBO,FELV & FIV NEGA,,,,T18-755353,,,SEP.2018,FY2018
T18-776181,A1012968,,9/26/2018,07:56.6,,,,1,,,T18-776178,,,SEP.2018,FY2018
T18-759359,A1043045,,9/11/2018,19:25.9,,,,1,,,T18-759357,,,SEP.2018,FY2018
T18-778934,A1044940,,9/28/2018,26:18.6,,,,1,,,T18-778933,,,SEP.2018,FY2018
T18-761709,A1043325,,9/13/2018,10:03.8,,,,1,,,T18-761706,,,SEP.2018,FY2018
T18-604205,A1026634,,4/23/2018,15:28.5,,,,1,,,T18-604203,,,APR.2018,FY2018
T18-776209,A1044723,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/26/2018,16:03:00,OB,,,,,,T18-776209,INTAKE EXAM,,SEP.2018,FY2018
T18-776331,A1044730,UNKNOWN,9/26/2018,18:15:00,,,,,,,T18-776331,VET CHECK,,SEP.2018,FY2018
T18-776528,A1044766,,9/26/2018,05:25.5,,,,1,,,T18-776525,,,SEP.2018,FY2018
T18-779574,A1045004,,9/29/2018,48:28.9,,,,1,,,T18-779570,,,SEP.2018,FY2018
T18-779561,A1044999,,9/29/2018,43:34.3,,,,1,,,T18-779558,,,SEP.2018,FY2018
T18-757539,A1042912,,9/10/2018,06:13.0,,,,1,,,T18-757533,,,SEP.2018,FY2018
T18-777630,A1044475,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/27/2018,17:18:00,,,,,,,T18-777630,HISTORY,,SEP.2018,FY2018
T18-748470,A1042065,TREATABLE REHABILITABLE CONTAGIOUS,9/1/2018,10:39:00,LV,,,,1.3,,T18-748470,MEDICAL REVIEW,EYE,SEP.2018,FY2018
T18-766889,A1043008,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/18/2018,16:23:00,PA,,,,37.8,,T18-766889,SURGERY-,,SEP.2018,FY2018
T18-779587,A1044987,,9/29/2018,57:52.5,,,,1,,,T18-779580,,,SEP.2018,FY2018
T18-755319,A1042687,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/7/2018,17:05:00,LV,,,,1.4,101.8,T18-755319,EXAM - ADOPTION,,SEP.2018,FY2018
T18-758028,A1042967,,9/10/2018,09:50.9,,,,1,,,T18-758024,,,SEP.2018,FY2018
T18-774196,A1044556,,9/25/2018,08:29.6,,,,1,,,T18-774191,,,SEP.2018,FY2018
T18-765485,A1043729,UNKNOWN,9/17/2018,15:55:00,,,,,,,T18-765485,HEALTH MAINTENANCE,,SEP.2018,FY2018
T18-780740,A1039538,,9/30/2018,20:09.7,,,,1,,,T18-780738,,,SEP.2018,FY2018
T18-764502,A0997937,,9/16/2018,57:46.2,,,,1,,,T18-764230,,,SEP.2018,FY2018
T18-655884,A1032849,,6/13/2018,53:10.2,,,,1,,,T18-655873,,,JUN.2018,FY2018
T18-776912,A1044726,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/27/2018,12:06:00,NG,,,,47,,T18-776912,EXAM - ADOPTION,,SEP.2018,FY2018
T18-764644,A1043674,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/16/2018,16:36:00,JD1717,,,,48.4,,T18-764644,INTAKE EXAM,,SEP.2018,FY2018
T18-754808,A1041663,UNKNOWN,9/7/2018,12:50:00,AG,,,,57,,T18-754808,MEDICAL REVIEW,,SEP.2018,FY2018
T18-780386,A1045095,UNKNOWN,9/30/2018,14:15:00,AG2,,,,1.8,,T18-780386,VET CHECK,,SEP.2018,FY2018
T18-762426,A1043430,,9/14/2018,13:37.3,,,,1,,,T18-762414,,,SEP.2018,FY2018
T18-744348,A1041089,TREATABLE REHABILITABLE CONTAGIOUS,8/28/2018,13:08:00,AG,,,,,,T18-744348,EXAM-VET,,AUG.2018,FY2018
T18-777381,A1044822,,9/27/2018,06:33.2,,,,1,,,T18-777379,,,SEP.2018,FY2018
T18-753747,A1042494,UNKNOWN,9/6/2018,12:58:00,,,,,,,T18-753747,MEDICAL REVIEW,,SEP.2018,FY2018
T18-779824,A0929156,,9/29/2018,05:05.4,,,,1,,,T18-779817,,,SEP.2018,FY2018
T18-778280,A1044643,,9/28/2018,40:13.2,,,,1,,,T18-778272,,,SEP.2018,FY2018
T18-778705,A1044905,,9/28/2018,12:31.6,,,,1,,,T18-778702,,,SEP.2018,FY2018
T18-773519,A1044506,,9/24/2018,27:14.7,,,,1,,,T18-773518,,,SEP.2018,FY2018
T18-770423,A1044172,,9/21/2018,09:06.3,,,,1,,,T18-770422,,,SEP.2018,FY2018
T18-776733,A1044476,,9/27/2018,17:07.6,,,,3,,,T18-776730,,,SEP.2018,FY2018
T18-775962,A1044521,,9/26/2018,49:24.9,,,,1,,,T18-775958,,,SEP.2018,FY2018
T18-761566,A0903396,UNKNOWN,9/13/2018,16:14:00,AV,,,,,0,T18-761566,HEALTH MAINTENANCE,,SEP.2018,FY2018
T18-769851,A1044110,,9/20/2018,16:54.7,,,,1,,,T18-769844,,,SEP.2018,FY2018
T18-773628,A1044504,,9/24/2018,32:36.0,,,,1,,,T18-773625,,,SEP.2018,FY2018
T18-777599,A1044817,,9/27/2018,06:58.0,,,,1,,,T18-777596,,,SEP.2018,FY2018
T18-773153,A1044456,,9/23/2018,32:48.5,,,,1,,,T18-773152,,,SEP.2018,FY2018
T18-509453,A1018169,TREATABLE REHABILITABLE NON-CONTAGIOUS,1/3/2018,13:30:00,,,,,,,T18-509453,INTAKE EXAM,,JAN.2018,FY2018
T18-626566,A1029751,,5/17/2018,55:02.3,,,,1,,,T18-626562,,,MAY.2018,FY2018
T18-769248,A1044091,UNKNOWN,9/20/2018,13:37:00,NG/ER,,,,,,T18-769248,VET CHECK,,SEP.2018,FY2018
T18-633596,A1030839,,5/23/2018,26:42.7,,,,1,,,T18-633595,,,MAY.2018,FY2018
T18-779495,A1044992,,9/29/2018,49:42.7,,,,1,,,T18-779489,,,SEP.2018,FY2018
T18-754280,A1042589,,9/6/2018,00:07.5,,,,1,,,T18-754273,,,SEP.2018,FY2018
T18-768799,A1044078,,9/20/2018,31:58.6,,,,1,,,T18-768798,,,SEP.2018,FY2018
T18-778721,A1043430,,9/28/2018,36:44.7,,,,14,,,T18-778710,,,SEP.2018,FY2018
T18-774197,A1044556,,9/25/2018,08:39.3,,,,1,,,T18-774191,,,SEP.2018,FY2018
T18-768571,A1044041,HEALTHY,9/19/2018,23:05:00,AV,,,,,,T18-768571,INTAKE EXAM,,SEP.2018,FY2018
T18-737058,A1040389,TREATABLE REHABILITABLE NON-CONTAGIOUS,8/21/2018,17:53:00,LS,,,,,,T18-737058,EXAM-VET,,AUG.2018,FY2018
T18-773792,A1044359,,9/24/2018,07:16.5,,HEARTWORM TEST,NEGATIVE,,,,T18-773788,,,SEP.2018,FY2018
T18-780643,A1044974,,9/30/2018,33:32.9,,FELV FIV COMBO,FELV & FIV NEGA,,,,T18-780636,,,SEP.2018,FY2018
T18-764648,A1043674,,9/16/2018,37:50.0,,,,1,,,T18-764644,,,SEP.2018,FY2018
T18-568482,A1023787,,3/12/2018,59:14.9,,,,1,,,T18-568478,,,MAR.2018,FY2018
T18-775061,A0903696,,9/25/2018,16:54.3,,,,1,,,T18-775054,,,SEP.2018,FY2018
T18-780792,A1045130,,9/30/2018,44:53.1,,,,1,,,T18-780790,,,SEP.2018,FY2018
T18-773361,A1044464,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/24/2018,11:45:00,SR.ER,,,,38.2,,T18-773361,EXAM - ADOPTION,,SEP.2018,FY2018
T18-759908,A1043188,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/12/2018,13:06:00,,,,,25.4,,T18-759908,INTAKE EXAM,,SEP.2018,FY2018
T18-726915,A1038594,TREATABLE REHABILITABLE CONTAGIOUS,8/13/2018,17:14:00,AG,,,,7,,T18-726915,EXAM-VET,,AUG.2018,FY2018
T18-765883,A1043245,,9/18/2018,21:47.0,,,,1,,,T18-765879,,,SEP.2018,FY2018
T17-470253,A1014087,,11/13/2017,47:22.7,,,,1,,,T17-470250,,,NOV.2017,FY2018
T18-778300,A1041745,,9/28/2018,57:54.7,,,,1,,,T18-778299,,,SEP.2018,FY2018
T18-778400,A1044673,,9/28/2018,26:46.8,,,,1,,,T18-778398,,,SEP.2018,FY2018
T18-761564,A0903396,,9/13/2018,17:06.7,,,,1,,,T18-761561,,,SEP.2018,FY2018
T18-768820,A1043418,,9/20/2018,35:17.9,,,,1,,,T18-768816,,,SEP.2018,FY2018
T18-771424,A1041518,,9/22/2018,35:48.5,,,,1,,,T18-771423,,,SEP.2018,FY2018
T18-776551,A1044768,,9/26/2018,37:45.0,,,,1,,,T18-776549,,,SEP.2018,FY2018
T18-771999,A1041746,,9/22/2018,36:43.4,,,,1,,,T18-771998,,,SEP.2018,FY2018
T18-779876,A1045045,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/29/2018,17:30:00,AG2/ER,,,,55,,T18-779876,INTAKE EXAM,,SEP.2018,FY2018
T18-777493,A1044810,,9/27/2018,46:10.6,,,,1,,,T18-777481,,,SEP.2018,FY2018
T18-777153,A1041628,,9/27/2018,05:24.9,,,,1,,,T18-777146,,,SEP.2018,FY2018
T18-764230,A0997937,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/16/2018,11:23:00,IT/NG,,,,45,,T18-764230,INTAKE EXAM,,SEP.2018,FY2018
T18-755952,A1039622,,9/8/2018,54:27.1,,MICROCHIP (HOME AGAIN),,,,,T18-755951,,,SEP.2018,FY2018
T18-777930,A1030811,,9/28/2018,06:59.8,,,,1,,,T18-777926,,,SEP.2018,FY2018
T18-770579,A1043188,,9/20/2018,34:48.1,,,,14,,,T18-769884,,,SEP.2018,FY2018
T18-778751,A1043325,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/28/2018,16:41:00,LV,,,,50.4,,T18-778751,MEDICAL REVIEW,,SEP.2018,FY2018
T18-775906,A1044671,,9/26/2018,36:15.6,,,,1,,,T18-775904,,,SEP.2018,FY2018
T18-772440,A1044369,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/23/2018,2:20:00,YL1695,,,,,,T18-772440,INTAKE EXAM,,SEP.2018,FY2018
T18-777794,A1044866,,9/27/2018,46:04.6,,,,1,,,T18-777793,,,SEP.2018,FY2018
T18-778719,A1044928,,9/28/2018,33:32.0,,,,1,,,T18-778711,,,SEP.2018,FY2018
T18-780103,A1045041,,9/30/2018,58:58.1,,,,1,,,T18-780100,,,SEP.2018,FY2018
T18-765845,A1040840,,9/18/2018,38:46.5,,,,1,,,T18-765843,,,SEP.2018,FY2018
T18-763512,A1040389,,9/15/2018,43:59.4,,,,1,,,T18-763511,,,SEP.2018,FY2018
T18-777820,A1044871,,9/28/2018,29:18.0,,,,1,,,T18-777819,,,SEP.2018,FY2018
T18-774424,A1044595,,9/25/2018,47:44.7,,,,1,,,T18-774419,,,SEP.2018,FY2018
T18-775294,A1044649,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/25/2018,22:01:00,WH1740,,,,58.4,,T18-775294,INTAKE EXAM,,SEP.2018,FY2018
T18-754802,A1041663,,9/7/2018,52:08.6,,,,14,,,T18-754800,,,SEP.2018,FY2018
T18-756451,A1041513,,9/9/2018,18:09.0,,,,1,,,T18-756436,,,SEP.2018,FY2018
T18-756150,A1042597,,9/8/2018,11:22.2,,FELV FIV COMBO,FELV & FIV NEGA,,,,T18-756145,,,SEP.2018,FY2018
T18-770559,A1042493,,9/21/2018,12:21.3,,,,1,,,T18-770556,,,SEP.2018,FY2018
T18-768796,A1043852,,9/20/2018,29:01.0,,,,3,,,T18-768790,,,SEP.2018,FY2018
T18-769732,A1041740,TREATABLE REHABILITABLE CONTAGIOUS,9/20/2018,16:40:00,OB,,,,1.4,,T18-769732,EXAM-VISUAL,,SEP.2018,FY2018
T18-768728,A1043994,,9/20/2018,07:18.9,,,,14,,,T18-768717,,,SEP.2018,FY2018
T18-769241,A1044093,,9/20/2018,52:24.0,,,,1,,,T18-769239,,,SEP.2018,FY2018
T18-780466,A1044846,UNKNOWN,9/30/2018,14:57:00,,,,,,,T18-780466,VET CHECK,,SEP.2018,FY2018
T18-729895,A1040494,,8/15/2018,13:55.3,,,,1,,,T18-729881,,,AUG.2018,FY2018
T18-770872,A1044172,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/21/2018,15:45:00,NG,,,,61.8,,T18-770872,EXAM - ADOPTION,,SEP.2018,FY2018
T18-773740,A1041516,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/24/2018,15:41:00,SR,,,,,,T18-773740,EXAM - PREADOPTION,,SEP.2018,FY2018
T18-770945,A1044171,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/21/2018,16:22:00,LV,,,,40.2,,T18-770945,EXAM - ADOPTION,,SEP.2018,FY2018
T18-764789,A1043681,,9/16/2018,35:51.3,,,,1,,,T18-764782,,,SEP.2018,FY2018
T18-775553,A1042121,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/26/2018,11:30:00,AG2,,,,,,T18-775553,EXAM-VISUAL,,SEP.2018,FY2018
T18-719367,A1039538,,8/8/2018,05:10.1,,,,1,,,T18-719366,,,AUG.2018,FY2018
T18-782812,A1044109,TREATABLE REHABILITABLE CONTAGIOUS,9/29/2018,17:33:00,LV,,,,10,,T18-782812,EXAM-VET,,SEP.2018,FY2018
T18-690849,A1036747,,7/13/2018,18:02.4,,MICROCHIP (HOME AGAIN),,,,,T18-690842,,,JUL.2018,FY2018
T18-778354,A1043419,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/28/2018,13:05:00,AG2/ER,,,,,,T18-778354,EXAM,,SEP.2018,FY2018
T18-764674,A0894843,,9/16/2018,52:22.6,,,,1,,,T18-764673,,,SEP.2018,FY2018
T18-780618,A1045110,,9/30/2018,16:48.7,,,,1,,,T18-780593,,,SEP.2018,FY2018
T18-775879,A1044109,,9/26/2018,29:39.1,,,,1,,,T18-775875,,,SEP.2018,FY2018
T18-770122,A1043825,,9/21/2018,21:54.3,,,,7,,,T18-770121,,,SEP.2018,FY2018
T18-739212,A1038117,TREATABLE REHABILITABLE CONTAGIOUS,8/23/2018,14:16:00,AG/AG,,,,,,T18-739212,EXAM-VET,,AUG.2018,FY2018
T17-461805,A1009144,HEALTHY,11/2/2017,8:48:00,VL,,,,,,T17-461805,HEALTH MAINTENANCE,,NOV.2017,FY2018
T18-773868,A1044356,,9/24/2018,32:54.3,,MICROCHIP (24HR PET WATCH),,,,,T18-773853,,,SEP.2018,FY2018
T18-779841,A1044820,,9/29/2018,07:39.7,,,,14,,,T18-779839,,,SEP.2018,FY2018
T18-779341,A1044957,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/29/2018,13:18:00,JC,,,,69,,T18-779341,INTAKE EXAM,,SEP.2018,FY2018
T18-779551,A1045003,,9/29/2018,35:42.8,,,,1,,,T18-779549,,,SEP.2018,FY2018
T18-754682,A1040494,TREATABLE REHABILITABLE CONTAGIOUS,9/7/2018,11:52:00,AG/MB,,,,,,T18-754682,MEDICAL REVIEW,,SEP.2018,FY2018
T18-779988,A0942995,,9/29/2018,29:19.3,,,,1,,,T18-779984,,,SEP.2018,FY2018
T18-780687,A1029751,,9/30/2018,10:49.5,,HEARTWORM TEST,HIGH POSITIVE,,,,T18-780686,,,SEP.2018,FY2018
T18-764460,A1042065,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/16/2018,14:47:00,LS,,,,,,T18-764460,EXAM,,SEP.2018,FY2018
T18-774290,A1042891,,9/25/2018,39:07.1,,,,1,,,T18-774289,,,SEP.2018,FY2018
T18-743397,A1041663,TREATABLE REHABILITABLE NON-CONTAGIOUS,8/27/2018,15:03:00,JS1753,,,,,,T18-743397,INTAKE EXAM,,AUG.2018,FY2018
T18-775878,A1044109,,9/26/2018,29:31.5,,,,1,,,T18-775875,,,SEP.2018,FY2018
T18-755337,A1042492,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/7/2018,17:22:00,LV,,,,2.5,,T18-755337,EXAM - ADOPTION,,SEP.2018,FY2018
T18-774190,A1044338,,9/25/2018,07:38.7,,,,3,,,T18-774184,,,SEP.2018,FY2018
T18-733620,A1040394,TREATABLE REHABILITABLE NON-CONTAGIOUS,8/18/2018,14:28:00,PA,,,,48,,T18-733620,SURGERY-,,AUG.2018,FY2018
T18-768562,A1044038,,9/19/2018,07:29.8,,,,1,,,T18-768559,,,SEP.2018,FY2018
T18-752849,A1042474,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/5/2018,15:16:00,SR,,,,1.6,,T18-752849,INTAKE EXAM,,SEP.2018,FY2018
T18-777263,A1041593,,9/27/2018,08:04.1,,,,1,,,T18-777038,,,SEP.2018,FY2018
T18-758083,A1042973,,9/10/2018,55:22.6,,,,1,,,T18-758080,,,SEP.2018,FY2018
T18-779714,A1044975,,9/29/2018,11:31.8,,,,1,,,T18-779708,,,SEP.2018,FY2018
T18-776018,A1044690,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/26/2018,13:58:00,AG2/NG,,,,35,,T18-776018,INTAKE EXAM,,SEP.2018,FY2018
T18-778385,A1044643,,9/28/2018,13:37.4,,,,3,,,T18-778272,,,SEP.2018,FY2018
T18-780268,A1045083,,9/30/2018,39:36.5,,,,1,,,T18-780261,,,SEP.2018,FY2018
T18-652942,A1032849,UNKNOWN,6/10/2018,2:46:00,,,,,,,T18-652942,HEALTH MAINTENANCE,,JUN.2018,FY2018
T18-699926,A1037740,,7/21/2018,16:31.3,,,,1,,,T18-699925,,,JUL.2018,FY2018
T18-780621,A1045110,,9/30/2018,17:34.6,,,,1,,,T18-780593,,,SEP.2018,FY2018
T18-744600,A1041746,,8/28/2018,41:52.3,,,,1,,,T18-744598,,,AUG.2018,FY2018
T18-779270,A1044981,,9/29/2018,54:41.1,,,,1,,,T18-779265,,,SEP.2018,FY2018
T18-774805,A1044612,,9/25/2018,11:32.2,,,,1,,,T18-774803,,,SEP.2018,FY2018
T18-738158,A1041213,,8/22/2018,51:42.8,,MICROCHIP (HOME AGAIN),,,,,T18-738150,,,AUG.2018,FY2018
T18-530851,A1020026,TREATABLE REHABILITABLE NON-CONTAGIOUS,1/29/2018,9:56:00,PA,,,,32,,T18-530851,SURGERY-,,JAN.2018,FY2018
T18-774331,A1044505,,9/25/2018,47:22.4,,HEARTWORM TEST,NEGATIVE,,,,T18-774328,,,SEP.2018,FY2018
T18-774263,A1044055,,9/25/2018,27:02.8,,,,1,,,T18-774261,,,SEP.2018,FY2018
